date,closing,adjusted,evolution,quantity,volume
08/10/2020,24500,24500,-200,846,2073427
07/10/2020,25000,25000,040,157,39202
06/10/2020,24900,24900,000,0,0
05/10/2020,24900,24900,000,0,0
02/10/2020,24900,24900,006,3200,786300
01/10/2020,24885,24885,-006,8,19908
30/09/2020,24900,24900,000,0,0
29/09/2020,24900,24900,-038,71,17681
28/09/2020,24995,24995,-002,25,624875
25/09/2020,25000,25000,000,0,0
24/09/2020,25000,25000,-196,309,777692
23/09/2020,25500,25500,000,0,0
22/09/2020,25500,25500,200,67,16975
21/09/2020,25000,25000,373,4118,1029600
18/09/2020,25500,25500,-377,3530,918850
17/09/2020,26500,26500,-013,1,265
16/09/2020,26535,26535,013,30,7917
15/09/2020,26500,26500,-093,10135,26857838
14/09/2020,26750,26750,094,2472,65548985
11/09/2020,26500,26500,-019,9353,2478901
10/09/2020,26550,26550,400,17289,45818583
09/09/2020,25530,25530,-066,3980,10206347
08/09/2020,25700,25700,078,5000,1285000
07/09/2020,25500,25500,-192,100,256418
04/09/2020,26000,26000,000,1270,330200
03/09/2020,26000,26000,000,501,1302545
02/09/2020,26000,26000,039,499,129746
01/09/2020,25900,25900,157,3501,8910755
31/08/2020,25500,25500,041,2122,5410179
28/08/2020,25395,25395,-037,353,883056
27/08/2020,25490,25490,-004,2,5098
26/08/2020,25500,25500,-116,50000,12750000
25/08/2020,25800,25800,000,0,0
24/08/2020,25800,25800,320,430,10825275
19/08/2020,25000,25000,-385,1566,391500
18/08/2020,26000,26000,000,0,0
17/08/2020,26000,26000,000,1360,343011
13/08/2020,26000,26000,000,100,26000
12/08/2020,26000,26000,000,0,0
11/08/2020,26000,26000,000,0,0
10/08/2020,26000,26000,000,2,520
07/08/2020,26000,26000,196,8000,204527145
06/08/2020,25500,25500,324,400,101000
05/08/2020,24700,24700,000,0,0
04/08/2020,24700,24700,-389,76,188032
03/08/2020,25700,25700,000,0,0
29/07/2020,25700,25700,000,0,0
28/07/2020,25700,25700,-027,100,25700
27/07/2020,25770,25770,000,0,0
24/07/2020,25770,25770,-008,2100,529510
23/07/2020,25790,25790,000,0,0
22/07/2020,25790,25790,000,0,0
21/07/2020,25790,25790,000,200,51540
20/07/2020,25790,25790,-004,200,51580
17/07/2020,25800,25800,000,100,25800
